date,vix,vix9d,vix3m,vix6m,skew
2011-04-07,17.11,15.93,19.5,21.83,126.46
2011-04-08,17.87,17.21,20.05,22.32,125.92
2011-04-11,16.59,18.39,20.01,22.31,122.94
2011-04-12,17.09,18.93,20.33,22.63,121.94
2011-04-13,16.92,17.97,19.99,22.36,124.55
2011-04-14,16.27,15.99,19.96,22.34,125.09
2011-04-15,15.32,14.28,19.17,21.88,130.45
2011-04-18,16.96,17.63,19.92,22.49,129.37
2011-04-19,15.83,15.91,19.18,21.97,129.4
2011-04-20,15.07,15.04,18.48,21.37,131.13
2011-04-21,14.69,13.03,18.35,21.21,131.78
2011-04-25,15.77,15.05,18.55,21.36,130.88
2011-04-26,15.62,15.16,18.27,20.96,127.45
2011-04-27,15.35,14.61,17.9,20.64,126.93
2011-04-28,14.62,12.81,17.52,20.29,124.99
2011-04-29,14.75,13.09,17.5,20.25,127.45
2011-05-02,15.99,15.16,18.39,21.06,124.15
2011-05-03,16.7,15.71,19.11,21.49,127.49
2011-05-04,17.08,16.37,19.44,21.82,125.29
2011-05-05,18.2,18.87,19.84,22.1,124.89
2011-05-06,18.4,18.89,19.91,22.04,124.61
2011-05-09,17.16,16.56,19.2,21.59,124.67
2011-05-10,15.91,14.58,18.37,21.05,126.23
2011-05-11,16.95,16.8,19.05,21.49,126.23
2011-05-12,16.03,15.1,18.44,21.07,122.59
2011-05-13,17.07,17.13,19.07,21.44,121.9
2011-05-16,18.24,19.71,19.87,21.94,123.58
2011-05-17,17.55,18.33,19.45,21.73,121.14
2011-05-18,16.23,16.25,18.53,21.11,121.14
2011-05-19,15.52,14.92,18.17,20.84,127.16
2011-05-20,17.43,18.1,19.05,21.43,129.15
2011-05-23,18.27,18.87,19.79,22.02,124.78
2011-05-24,17.82,17.87,19.17,21.75,123.13
2011-05-25,17.07,16.83,18.87,21.57,123.14
2011-05-26,16.09,14.62,18.19,20.92,125.43
2011-05-27,15.98,14.79,18.13,20.63,125.43
2011-05-31,15.45,14.89,17.56,20.01,123.91
2011-06-01,18.3,19.1,19.36,21.41,119.33
2011-06-02,18.09,18.93,19.32,21.29,119.2
2011-06-03,17.95,17.99,19.47,21.59,116.8
2011-06-06,18.49,19.35,19.96,21.81,116.02
2011-06-07,18.07,18.41,19.5,21.6,116.07
2011-06-08,18.79,19.02,19.95,21.86,118.76
2011-06-09,17.77,18.11,19.26,21.34,117.27
2011-06-10,18.86,18.92,20.11,25.1,122.65
2011-06-13,19.61,20.28,20.44,22.08,120.99
2011-06-14,18.26,18.44,19.43,21.44,125.3
2011-06-15,21.32,22.03,21.38,22.91,124.32
2011-06-16,22.73,24.63,22.61,24.0,122.35
2011-06-17,21.85,23.13,22.44,23.82,122.35
2011-06-20,19.99,20.74,21.22,23.07,117.44
2011-06-21,18.86,20.18,20.5,22.46,116.52
2011-06-22,18.52,18.64,20.72,22.66,114.74
2011-06-23,19.29,20.07,20.93,22.82,116.79
2011-06-24,21.1,22.47,21.92,23.62,115.92
2011-06-27,20.56,21.99,21.5,23.28,119.46
2011-06-28,19.17,19.83,20.52,22.7,122.15
2011-06-29,17.27,16.96,19.42,21.85,128.73
2011-06-30,16.52,15.14,18.91,20.97,122.09
2011-07-01,15.87,15.29,17.93,20.43,119.63
2011-07-05,16.06,15.85,18.11,20.57,121.78
2011-07-06,16.34,15.66,18.41,20.62,121.51
2011-07-07,15.95,15.29,17.77,20.12,121.86
2011-07-08,15.95,15.56,17.96,20.35,119.68
2011-07-11,18.39,20.14,19.98,21.86,123.08
2011-07-12,19.87,21.5,20.93,22.45,119.21
2011-07-13,19.91,20.65,20.85,22.47,124.79
2011-07-14,20.8,22.19,21.59,23.03,126.63
2011-07-15,19.53,19.82,20.94,22.72,129.24
2011-07-18,20.95,22.13,21.84,23.33,123.92
2011-07-19,19.21,19.69,20.5,22.43,126.12
2011-07-20,19.09,19.75,20.37,22.34,122.97
2011-07-21,17.56,17.54,19.2,21.39,122.42
2011-07-22,17.52,16.96,19.2,21.57,121.59
2011-07-25,19.35,20.4,20.26,22.06,119.45
2011-07-26,20.23,20.83,20.89,22.35,120.12
2011-07-27,22.98,24.41,22.69,23.55,119.44
2011-07-28,23.74,27.52,22.95,23.62,120.36
2011-07-29,25.25,30.35,22.91,23.63,120.65
2011-08-01,23.66,26.85,22.38,23.03,118.64
2011-08-02,24.79,27.78,23.6,24.01,116.08
2011-08-03,23.38,24.7,23.12,23.85,117.27
2011-08-04,31.66,39.89,28.56,27.88,113.17
2011-08-05,32.0,37.58,29.59,28.81,119.36
2011-08-08,48.0,68.0,38.1,35.0,121.06
2011-08-09,35.06,43.38,31.07,29.97,124.51
2011-08-10,42.99,56.66,36.58,33.9,118.65
2011-08-11,39.0,46.98,33.82,32.13,119.99
2011-08-12,36.36,38.41,32.75,31.19,119.79
2011-08-15,31.87,32.94,30.08,29.58,121.76
2011-08-16,32.85,33.09,30.44,29.82,122.41
2011-08-17,31.58,31.22,30.03,29.53,126.16
2011-08-18,42.67,46.55,36.6,33.23,124.44
2011-08-19,43.05,47.41,37.9,35.13,124.05
2011-08-22,42.44,44.57,38.26,35.19,119.4
2011-08-23,36.27,37.81,34.79,33.21,124.05
2011-08-24,35.9,37.43,34.8,33.35,123.37
2011-08-25,39.76,44.08,36.61,34.67,120.81
2011-08-26,35.59,36.34,34.41,33.25,122.97
2011-08-29,32.28,33.39,31.98,31.76,122.97
2011-08-30,32.89,34.67,32.47,32.16,119.9
2011-08-31,31.62,32.33,31.67,31.59,120.01
2011-09-01,31.82,31.78,31.99,31.88,120.23
2011-09-02,33.92,31.94,33.79,32.99,119.33
2011-09-06,37.0,39.24,35.38,34.23,121.04
2011-09-07,33.38,32.44,32.96,32.14,118.75
2011-09-08,34.32,34.41,33.71,33.14,118.59
2011-09-09,38.52,40.42,36.64,35.32,116.9
2011-09-12,38.59,40.45,37.06,35.77,117.23
2011-09-13,36.91,37.63,36.06,35.32,118.05
2011-09-14,34.6,35.03,34.96,34.02,115.73
2011-09-15,31.97,32.79,33.52,33.44,120.0
2011-09-16,30.98,32.52,32.95,33.02,123.27
2011-09-19,32.73,34.6,33.81,33.78,120.76
2011-09-20,32.86,34.49,33.62,33.57,120.61
2011-09-21,37.32,37.76,36.19,35.63,120.18
2011-09-22,41.35,43.49,39.15,37.61,119.37
2011-09-23,41.25,42.66,39.55,37.92,118.24
2011-09-26,39.02,40.17,38.03,37.08,120.34
2011-09-27,37.71,38.93,37.21,36.54,119.55
2011-09-28,41.08,42.81,39.52,38.21,118.21
2011-09-29,38.84,39.79,38.18,37.2,118.97
2011-09-30,42.96,43.73,41.24,39.23,114.83
2011-10-03,45.45,48.64,43.38,41.36,113.09
2011-10-04,40.82,41.47,40.45,39.13,115.28
2011-10-05,37.81,37.58,38.31,37.86,113.87
2011-10-06,36.27,34.96,37.04,36.91,115.42
2011-10-07,36.2,33.62,37.31,37.25,116.1
2011-10-10,33.02,31.3,34.79,35.17,116.81
2011-10-11,32.86,30.01,34.06,34.81,118.91
2011-10-12,31.26,29.02,32.97,33.39,121.6
2011-10-13,30.7,27.71,32.71,33.29,121.98
2011-10-14,28.24,26.49,30.39,31.67,121.9
2011-10-17,33.39,33.95,33.6,33.81,124.46
2011-10-18,31.56,32.21,31.98,32.87,127.99
2011-10-19,34.44,34.7,34.39,34.57,122.57
2011-10-20,34.78,36.7,34.2,34.51,122.57
2011-10-21,31.32,32.15,31.97,32.98,127.19
2011-10-24,29.26,30.19,30.47,31.8,124.85
2011-10-25,32.22,33.57,32.36,33.12,122.65
2011-10-26,29.86,30.33,30.94,31.82,122.65
2011-10-27,25.46,24.95,27.03,28.76,122.82
2011-10-28,24.53,23.03,26.52,28.31,121.18
2011-10-31,29.96,30.88,30.37,30.99,120.69
2011-11-01,34.77,36.72,34.02,34.5,126.65
2011-11-02,32.74,33.06,32.88,33.64,123.95
2011-11-03,30.5,29.5,31.62,32.45,124.19
2011-11-04,30.16,28.43,31.23,32.46,123.56
2011-11-07,29.85,28.39,31.38,32.33,124.93
2011-11-08,27.48,24.57,29.52,31.17,124.77
2011-11-09,36.16,38.14,35.49,35.55,122.87
2011-11-10,32.81,32.13,33.75,34.7,125.24
2011-11-11,30.04,28.03,31.6,33.31,124.56
2011-11-14,31.13,31.23,32.72,33.88,124.56
2011-11-15,31.22,31.57,32.52,33.79,124.97
2011-11-16,33.51,34.12,34.39,35.14,122.92
2011-11-17,34.51,32.62,35.32,36.14,121.59
2011-11-18,32.0,30.26,34.2,35.55,120.04
2011-11-21,32.91,33.34,34.78,36.17,115.15
2011-11-22,31.97,31.03,34.24,35.69,114.92
2011-11-23,33.98,33.6,35.87,37.05,116.78
2011-11-25,34.47,33.95,36.45,37.83,114.77
2011-11-28,32.13,31.88,33.94,35.1,118.63
2011-11-29,30.64,30.4,33.21,34.64,116.45
2011-11-30,27.8,27.43,30.58,31.94,116.56
2011-12-01,27.41,27.0,30.03,31.92,116.9
2011-12-02,27.52,27.78,29.85,31.53,116.31
2011-12-05,27.84,28.84,29.9,31.41,116.14
2011-12-06,28.13,28.5,30.16,31.6,115.16
2011-12-07,28.67,30.19,30.62,31.96,115.87
2011-12-08,30.59,31.62,32.09,33.23,115.37
2011-12-09,26.38,24.44,29.53,31.25,116.83
2011-12-12,25.67,25.99,30.17,31.55,120.26
2011-12-13,25.41,25.63,30.17,31.85,119.44
2011-12-14,26.04,25.62,30.42,31.95,120.66
2011-12-15,25.11,24.07,29.46,31.37,122.35
2011-12-16,24.29,22.76,29.03,31.92,119.22
2011-12-19,24.92,23.16,28.74,31.49,116.58
2011-12-20,23.22,21.55,26.87,29.52,120.66
2011-12-21,21.43,20.62,25.56,28.56,115.16
2011-12-22,21.16,19.72,25.28,28.06,115.56
2011-12-23,20.73,17.81,25.22,27.96,117.14
2011-12-27,21.91,20.6,25.54,28.09,116.53
2011-12-28,23.52,22.42,26.75,29.02,116.32
2011-12-29,22.65,19.42,26.25,28.52,116.57
2011-12-30,23.4,19.36,26.86,28.34,116.21
2012-01-03,22.97,20.63,26.05,28.26,117.1
2012-01-04,22.22,19.32,25.31,27.67,117.63
2012-01-05,21.48,18.25,24.7,27.2,117.76
2012-01-06,20.63,17.01,24.09,26.73,118.29
2012-01-09,21.07,17.61,24.12,26.57,119.07
2012-01-10,20.69,17.48,23.68,26.1,118.99
2012-01-11,21.05,17.12,24.11,26.45,120.2
2012-01-12,20.47,16.65,24.04,26.44,120.78
2012-01-13,20.91,17.69,24.67,26.98,121.92
2012-01-17,22.2,22.07,25.0,27.51,125.63
2012-01-18,20.89,20.67,24.18,26.57,130.78
2012-01-19,19.87,17.41,23.65,26.02,129.6
2012-01-20,18.28,16.12,22.82,25.42,129.24
2012-01-23,18.67,18.12,22.32,25.07,125.83
2012-01-24,18.91,18.08,22.03,24.85,127.38
2012-01-25,18.31,17.36,21.36,24.06,125.22
2012-01-26,18.57,16.4,21.68,24.25,122.96
2012-01-27,18.53,16.63,21.4,24.13,121.5
2012-01-30,19.4,18.47,21.92,24.49,121.99
2012-01-31,19.44,18.44,22.09,24.6,121.96
2012-02-01,18.55,16.87,21.54,24.37,121.39
2012-02-02,17.98,15.78,21.01,23.89,122.26
2012-02-03,17.1,15.34,20.05,23.0,122.14
2012-02-06,17.76,16.64,20.39,23.11,123.63
2012-02-07,17.65,16.11,20.14,22.85,123.02
2012-02-08,18.16,16.33,20.68,23.14,124.76
2012-02-09,18.63,16.56,21.34,23.77,126.48
2012-02-10,20.79,19.66,23.28,25.17,129.59
2012-02-13,19.04,18.45,22.12,24.47,127.89
2012-02-14,19.54,19.23,22.82,25.22,129.96
2012-02-15,21.14,21.26,24.12,26.17,128.88
2012-02-16,19.22,17.12,23.17,25.33,130.29
2012-02-17,17.78,16.23,22.39,24.92,129.54
2012-02-21,18.19,17.44,22.35,25.14,128.46
2012-02-22,18.19,17.09,22.09,25.01,127.7
2012-02-23,16.8,14.83,20.78,24.02,127.81
2012-02-24,17.31,15.09,21.18,24.3,128.72
2012-02-27,18.19,16.94,21.87,24.66,126.98
2012-02-28,17.96,16.57,21.6,24.53,125.65
2012-02-29,18.43,16.85,21.8,24.43,124.59
2012-03-01,17.26,15.06,21.03,23.92,127.63
2012-03-02,17.29,14.44,21.26,24.12,125.2
2012-03-05,18.05,15.98,21.99,24.62,126.23
2012-03-06,20.87,20.1,23.9,26.16,126.49
2012-03-07,19.07,17.37,22.72,25.37,126.02
2012-03-08,17.95,16.98,21.84,24.62,125.08
2012-03-09,17.11,15.3,21.22,24.04,124.78
2012-03-12,15.64,15.54,20.81,23.71,139.25
2012-03-13,14.8,16.35,19.6,22.6,122.89
2012-03-14,15.31,16.72,20.75,23.38,118.82
2012-03-15,15.42,14.29,20.54,23.08,136.51
2012-03-16,14.47,13.47,20.37,22.85,138.43
2012-03-19,15.04,14.62,19.94,22.46,128.85
2012-03-20,15.58,15.31,19.96,22.49,128.02
2012-03-21,15.13,15.37,19.25,21.83,124.6
2012-03-22,15.57,15.9,19.55,22.02,121.17
2012-03-23,14.82,14.33,18.64,21.49,122.98
2012-03-26,14.26,14.3,17.43,20.33,118.02
2012-03-27,15.59,15.43,18.57,21.06,121.13
2012-03-28,15.47,14.93,18.79,21.24,121.61
2012-03-29,15.48,14.55,18.84,21.37,121.69
2012-03-30,15.5,14.2,18.61,21.0,124.97
2012-04-02,15.64,14.77,18.46,21.05,123.13
2012-04-03,15.66,14.36,18.81,21.28,123.84
2012-04-04,16.44,12.92,19.45,21.9,121.0
2012-04-05,16.7,14.7,19.82,22.18,120.61
2012-04-09,18.81,17.87,21.21,23.22,119.05
2012-04-10,20.39,19.84,22.62,24.75,119.27
2012-04-11,20.02,18.69,22.47,24.62,118.43
2012-04-12,17.2,15.99,20.25,23.02,119.87
2012-04-13,19.55,19.07,21.99,24.25,118.19
2012-04-16,19.55,20.13,22.04,24.25,116.67
2012-04-17,18.46,18.84,20.85,23.23,121.83
2012-04-18,18.64,18.85,21.12,23.46,119.5
2012-04-19,18.36,18.09,21.23,23.61,117.6
2012-04-20,17.44,16.85,20.48,23.09,118.05
2012-04-23,18.97,19.1,21.39,23.77,117.19
2012-04-24,18.1,17.87,20.51,23.22,118.36
2012-04-25,16.82,16.14,19.46,22.15,122.53
2012-04-26,16.24,14.7,18.55,21.55,121.03
2012-04-27,16.32,14.65,18.74,21.58,120.08
2012-04-30,17.15,16.55,19.32,21.7,119.83
2012-05-01,16.6,15.63,19.13,21.68,120.18
2012-05-02,16.88,16.23,19.01,21.61,119.94
2012-05-03,17.56,16.94,19.5,22.0,116.18
2012-05-04,19.16,18.42,20.72,22.94,115.83
2012-05-07,18.94,18.46,20.45,22.85,116.68
2012-05-08,19.05,19.09,20.81,23.14,117.23
2012-05-09,20.08,20.24,21.53,23.79,115.05
2012-05-10,18.83,18.64,20.87,23.23,115.11
2012-05-11,19.89,20.19,21.55,23.75,114.7
2012-05-14,21.87,22.56,22.97,24.95,119.18
2012-05-15,21.97,22.63,23.92,25.74,120.04
2012-05-16,22.27,22.41,24.92,26.42,118.47
2012-05-17,24.49,25.44,26.41,27.73,119.54
2012-05-18,25.1,26.6,27.66,28.64,119.28
2012-05-21,22.01,21.93,24.71,27.49,119.56
2012-05-22,22.48,22.03,25.23,27.33,119.31
2012-05-23,22.33,21.75,25.11,27.47,119.52
2012-05-24,21.54,19.22,24.78,27.71,120.64
2012-05-25,21.76,19.21,24.93,27.14,120.38
2012-05-29,21.03,19.48,23.89,26.13,122.39
2012-05-30,24.14,23.39,26.19,27.71,118.54
2012-05-31,24.06,22.41,26.22,27.74,119.32
2012-06-01,26.66,26.2,28.47,30.21,116.35
2012-06-04,26.12,24.67,28.12,29.36,116.66
2012-06-05,24.68,23.17,26.87,28.57,117.07
2012-06-06,22.16,19.31,24.71,26.87,119.66
2012-06-07,21.72,19.62,24.47,26.72,120.01
2012-06-08,21.23,19.85,23.64,26.26,122.09
2012-06-11,23.56,26.39,25.5,27.5,119.28
2012-06-12,22.09,24.22,24.94,27.22,121.82
2012-06-13,24.27,26.19,26.5,28.27,120.37
2012-06-14,21.68,25.22,25.0,26.97,115.05
2012-06-15,21.11,24.32,23.67,26.02,126.08
2012-06-18,18.32,19.17,22.13,25.01,121.2
2012-06-19,18.38,19.53,21.92,24.44,123.09
2012-06-20,17.24,17.44,20.84,23.97,122.06
2012-06-21,20.08,20.92,23.16,25.53,118.4
2012-06-22,18.11,17.94,21.51,24.34,116.37
2012-06-25,20.38,20.4,23.03,25.42,116.29
2012-06-26,19.72,18.74,22.47,25.1,114.69
2012-06-27,19.45,17.12,22.36,24.75,115.85
2012-06-28,19.71,18.14,22.25,24.66,116.9
2012-06-29,17.08,15.01,20.32,22.87,119.09
2012-07-02,16.8,15.11,19.79,22.53,118.89
2012-07-03,16.66,14.68,19.32,22.35,118.33
2012-07-05,17.5,15.78,20.11,22.89,117.91
2012-07-06,17.1,15.01,20.04,22.9,118.45
2012-07-09,17.98,17.13,20.37,23.05,119.62
2012-07-10,18.72,18.1,20.87,23.4,119.34
2012-07-11,17.95,17.26,20.25,22.94,117.3
2012-07-12,18.33,18.01,20.69,23.15,116.13
2012-07-13,16.74,14.7,19.39,22.22,119.13
2012-07-16,17.11,16.53,19.61,22.41,115.09
2012-07-17,16.48,15.63,18.92,21.81,117.22
2012-07-18,16.16,15.0,18.94,21.71,116.59
2012-07-19,15.45,14.32,18.61,21.55,114.19
2012-07-20,16.27,15.61,19.64,22.39,116.52
2012-07-23,18.62,19.02,21.18,23.63,120.26
2012-07-24,20.47,21.16,22.26,24.48,119.13
2012-07-25,19.34,19.31,21.88,24.32,118.58
2012-07-26,17.53,17.8,20.24,23.11,116.92
2012-07-27,16.7,16.3,19.66,22.45,114.4
2012-07-30,18.03,18.86,20.13,22.81,114.86
2012-07-31,18.93,19.86,20.78,23.27,113.99
2012-08-01,18.96,20.79,20.67,23.12,114.59
2012-08-02,17.57,16.64,20.23,22.97,114.35
2012-08-03,15.64,14.2,18.68,21.79,120.25
2012-08-06,15.95,14.85,18.74,21.93,114.79
2012-08-07,15.99,14.68,18.81,21.84,113.55
2012-08-08,15.32,13.52,18.58,21.63,115.36
2012-08-09,15.28,13.0,18.23,21.37,119.84
2012-08-10,14.74,12.45,18.14,21.2,117.89
2012-08-13,13.7,13.15,18.07,21.27,121.65
2012-08-14,14.85,13.02,18.51,21.67,122.05
2012-08-15,14.63,12.37,18.86,21.82,119.89
2012-08-16,14.29,12.35,18.55,21.73,121.94
2012-08-17,13.45,11.5,18.35,21.54,123.79
2012-08-20,14.02,12.24,18.59,21.67,125.84
2012-08-21,15.02,13.21,18.8,22.12,129.99
2012-08-22,15.11,13.15,19.42,22.42,125.32
2012-08-23,15.96,13.67,20.09,22.91,122.41
2012-08-24,15.18,13.1,19.24,22.21,123.74
2012-08-27,16.35,14.89,19.92,22.68,121.53
2012-08-28,16.49,15.21,19.82,22.73,120.28
2012-08-29,17.06,15.29,20.46,23.15,120.55
2012-08-30,17.83,16.87,20.92,23.5,119.0
2012-08-31,17.47,15.73,20.62,23.27,120.78
2012-09-04,17.98,17.43,20.68,23.3,119.59
2012-09-05,17.74,17.9,19.99,22.62,120.49
2012-09-06,15.6,14.98,18.62,21.72,119.31
2012-09-07,14.38,13.25,17.59,20.99,120.7
2012-09-10,16.28,16.94,18.3,21.39,122.37
2012-09-11,16.41,16.94,18.29,21.23,122.82
2012-09-12,15.8,15.95,17.6,20.66,123.38
2012-09-13,14.05,14.46,16.45,19.63,115.69
2012-09-14,14.51,14.12,16.9,19.81,117.26
2012-09-17,14.59,14.1,17.13,20.0,122.69
2012-09-18,14.18,13.44,16.63,19.68,127.38
2012-09-19,13.88,13.07,16.49,19.52,122.44
2012-09-20,14.07,12.89,16.75,19.75,128.03
2012-09-21,13.98,13.22,16.79,19.83,130.6
2012-09-24,14.15,13.23,16.59,19.76,129.12
2012-09-25,15.43,14.8,17.6,20.46,125.45
2012-09-26,16.81,16.44,18.5,21.13,124.06
2012-09-27,14.84,14.05,17.07,20.1,127.56
2012-09-28,15.73,15.24,17.61,20.37,125.87
2012-10-01,16.32,15.63,17.92,20.58,128.17
2012-10-02,15.71,14.56,17.74,20.51,127.1
2012-10-03,15.43,14.11,17.58,20.37,125.4
2012-10-04,14.55,13.43,17.06,20.02,120.39
2012-10-05,14.33,12.23,16.93,19.66,123.85
2012-10-08,15.11,14.17,17.36,20.0,122.06
2012-10-09,16.37,15.98,18.01,20.48,121.21
2012-10-10,16.29,15.93,18.13,20.46,120.46
2012-10-11,15.59,14.47,17.57,20.1,120.83
2012-10-12,16.14,15.49,17.74,20.1,120.97
2012-10-15,15.27,14.32,17.11,19.62,122.45
2012-10-16,15.22,13.57,16.97,19.37,122.52
2012-10-17,15.07,13.22,16.61,19.19,124.95
2012-10-18,15.03,13.65,16.58,19.16,124.58
2012-10-19,17.06,17.64,18.12,20.32,125.39
2012-10-22,16.62,16.78,17.87,20.15,122.99
2012-10-23,18.83,20.61,19.45,21.34,120.16
2012-10-24,18.33,18.94,19.27,21.27,119.33
2012-10-25,18.12,18.27,19.11,21.06,120.89
2012-10-26,17.81,16.8,19.02,21.01,119.31
2012-10-31,18.6,19.15,19.31,20.73,115.04
2012-11-01,16.69,17.35,17.73,20.03,117.85
2012-11-02,17.59,18.51,18.55,20.51,115.78
2012-11-05,18.42,20.45,18.97,20.83,115.52
2012-11-06,17.58,19.3,18.24,20.26,116.34
2012-11-07,19.08,19.87,19.81,21.52,116.1
2012-11-08,18.49,18.18,19.83,21.63,116.69
2012-11-09,18.61,18.5,20.07,21.78,115.4
2012-11-12,16.68,16.27,19.15,21.14,114.23
2012-11-13,16.65,16.25,18.97,21.04,114.81
2012-11-14,17.92,18.67,19.87,21.75,113.23
2012-11-15,17.99,18.93,19.79,21.73,113.65
2012-11-16,16.41,17.06,18.93,21.11,115.85
2012-11-19,15.24,15.57,17.59,19.91,113.46
2012-11-20,15.08,15.24,17.28,19.58,117.25
2012-11-21,15.31,15.33,17.58,19.64,116.62
2012-11-23,15.14,15.25,17.58,19.35,117.82
2012-11-26,15.5,16.01,17.31,19.46,116.96
2012-11-27,15.92,16.12,17.62,19.72,116.65
2012-11-28,15.51,15.72,17.2,19.41,116.12
2012-11-29,15.06,15.2,16.82,19.15,117.35
2012-11-30,15.87,15.81,17.27,19.33,117.07
2012-12-03,16.64,17.1,17.82,19.89,115.98
2012-12-04,17.12,17.19,18.19,19.97,115.31
2012-12-05,16.46,15.98,17.83,19.63,114.55
2012-12-06,16.58,15.95,17.84,19.43,115.74
2012-12-07,15.9,15.25,17.29,19.1,115.23
2012-12-10,16.05,15.16,17.35,19.15,114.77
2012-12-11,15.57,15.21,17.0,18.97,115.92
2012-12-12,15.95,15.26,17.43,19.25,116.49
2012-12-13,16.56,15.77,17.88,19.52,116.24
2012-12-14,17.0,16.49,18.03,19.66,118.92
2012-12-17,16.34,16.57,17.5,19.11,118.06
2012-12-18,15.57,16.22,16.81,18.44,117.86
2012-12-19,17.36,18.47,17.86,19.06,120.76
2012-12-20,17.67,19.04,18.14,19.23,124.47
2012-12-21,17.84,18.2,18.87,19.95,127.08
2012-12-24,17.84,20.12,18.87,20.32,124.47
2012-12-26,19.48,21.48,19.93,20.87,122.18
2012-12-27,19.47,21.68,19.92,20.89,119.6
2012-12-28,22.72,26.93,21.88,22.4,118.38
2012-12-31,18.02,20.27,18.73,20.25,121.27
2013-01-02,14.68,12.94,16.69,18.63,121.77
2013-01-03,14.56,13.3,16.74,18.49,117.93
2013-01-04,13.83,11.62,16.34,18.17,115.53
2013-01-07,13.79,11.99,16.45,18.25,116.78
2013-01-08,13.62,11.76,16.45,18.25,118.15
2013-01-09,13.81,11.6,16.5,18.36,117.89
2013-01-10,13.49,11.17,16.12,17.97,118.53
2013-01-11,13.36,11.22,16.01,17.89,119.14
2013-01-14,13.52,12.15,16.29,18.05,117.19
2013-01-15,13.55,12.05,16.33,18.02,120.9
2013-01-16,13.42,11.83,16.24,17.96,120.13
2013-01-17,13.57,12.39,16.08,17.76,120.53
2013-01-18,12.46,10.9,15.29,17.21,124.79
2013-01-22,12.43,11.21,14.72,16.6,126.73
2013-01-23,12.46,11.04,14.5,16.27,126.58
2013-01-24,12.69,11.12,14.67,16.46,125.47
2013-01-25,12.89,11.63,14.66,16.35,124.71
2013-01-28,13.57,13.01,15.07,16.5,122.95
2013-01-29,13.31,13.16,14.74,16.27,123.95
2013-01-30,14.32,14.24,15.42,16.84,121.92
2013-01-31,14.28,14.03,15.55,17.25,121.64
2013-02-01,12.9,10.85,14.79,16.5,122.55
2013-02-04,14.67,14.25,15.79,17.23,122.6
2013-02-05,13.72,12.78,15.3,16.81,123.22
2013-02-06,13.41,12.04,15.14,16.77,122.45
2013-02-07,13.5,12.03,15.19,16.83,125.35
2013-02-08,13.02,11.38,14.8,16.45,125.67
2013-02-11,12.94,11.86,14.68,16.39,125.53
2013-02-12,12.64,11.05,14.53,16.18,126.12
2013-02-13,12.98,11.09,14.63,16.35,126.68
2013-02-14,12.66,10.81,14.43,16.16,127.19
2013-02-15,12.46,10.79,14.26,16.12,130.46
2013-02-19,12.31,11.43,13.99,15.83,130.15
2013-02-20,14.68,15.36,15.41,16.82,124.47
2013-02-21,15.22,16.01,15.71,17.05,122.58
2013-02-22,14.17,14.58,14.98,16.53,125.37
2013-02-25,18.99,21.87,17.94,18.61,121.5
2013-02-26,16.87,18.11,17.25,18.16,122.92
2013-02-27,14.73,14.91,15.66,17.03,124.96
2013-02-28,15.51,15.99,16.18,17.4,126.86
2013-03-01,15.36,14.55,16.29,17.51,128.19
2013-03-04,14.01,12.93,15.42,16.92,128.65
2013-03-05,13.48,12.54,14.95,16.54,126.62
2013-03-06,13.53,12.22,15.03,16.54,124.73
2013-03-07,13.06,11.69,14.74,16.38,125.28
2013-03-08,12.59,10.77,14.52,16.2,124.46
2013-03-11,11.56,11.25,14.3,15.94,125.21
2013-03-12,12.27,12.48,14.58,16.12,128.66
2013-03-13,11.83,11.42,14.51,16.21,127.13
2013-03-14,11.3,11.08,14.1,15.81,128.96
2013-03-15,11.3,10.5,14.26,16.1,129.12
2013-03-18,13.36,13.46,15.39,16.91,126.17
2013-03-19,14.39,14.84,15.71,17.2,127.08
2013-03-20,12.67,13.65,14.93,16.62,123.73
2013-03-21,13.99,16.01,15.53,17.12,121.69
2013-03-22,13.57,15.23,15.26,16.96,122.18
2013-03-25,13.74,14.22,15.3,17.01,122.03
2013-03-26,12.77,11.75,14.75,16.59,122.47
2013-03-27,13.15,12.29,14.93,16.76,121.99
2013-03-28,12.7,11.03,14.64,16.61,122.93
2013-04-01,13.58,12.97,15.28,17.03,121.21
2013-04-02,12.78,11.62,14.71,16.59,122.84
2013-04-03,14.21,14.3,15.49,17.14,120.92
2013-04-04,13.89,13.62,15.3,17.0,120.79
2013-04-05,13.92,13.59,15.38,17.18,118.34
2013-04-08,13.19,13.15,14.71,16.69,119.21
2013-04-09,12.84,12.42,14.46,16.5,118.63
2013-04-10,12.36,11.47,14.12,16.14,118.34
2013-04-11,12.24,11.05,14.17,16.17,117.24
2013-04-12,12.06,11.37,14.02,16.15,117.84
2013-04-15,17.27,20.67,17.03,18.43,119.92
2013-04-16,13.96,14.41,15.1,16.72,124.1
2013-04-17,16.51,18.77,16.93,18.16,120.7
2013-04-18,17.56,19.3,17.52,18.65,121.28
2013-04-19,14.97,15.25,16.17,17.92,122.61
2013-04-22,14.39,14.85,15.66,17.4,120.52
2013-04-23,13.48,13.09,14.83,16.66,121.56
2013-04-24,13.61,13.32,14.97,16.71,119.84
2013-04-25,13.62,13.0,14.96,16.58,119.83
2013-04-26,13.61,12.85,14.89,16.54,118.86
2013-04-29,13.71,13.5,14.92,16.57,118.85
