date,n_subset_nominal,n_subset_included,n_excluded_insufficient_history,shrinkage_intensity,n_eff_risk,risk_entropy,n_negative_contributions,risk_share_top5,risk_share_top7,risk_share_top10
2015-04-30,100,100,0,0.2523472974895448,59.059291231774424,0.05095197424317455,0,0.17997980251632473,0.21686267765287795,0.26479816216032587
2015-05-29,100,100,0,0.24684957252442313,58.161780268877585,0.05066863013680489,0,0.1814242549592208,0.21695684921963246,0.26508635460670193
2015-06-30,100,99,1,0.2460517202263738,58.85704089767352,0.049891100569445124,0,0.17740173410352378,0.2235963528207101,0.2624741007768118
2015-07-31,100,98,2,0.27236677530682507,58.74147250671548,0.0509190194097946,0,0.17324516607364182,0.218044782739471,0.25791132304876807
2015-08-31,100,97,3,0.28136770598914124,56.834223959694,0.052591528190423786,0,0.17830571420975622,0.22309927621504355,0.27815730490557233
2015-09-30,100,98,2,0.2558208686774587,57.04647518076536,0.0533279261387225,0,0.1787976107032106,0.22899943183504107,0.2882543474723147
2015-10-30,100,98,2,0.25836927814569705,55.41093926392561,0.056666566164999765,0,0.18219631687207496,0.23833117885150915,0.2967786056719455
2015-11-30,100,98,2,0.28187629248526186,54.56766645305586,0.05898379457490932,0,0.19974720448690747,0.24164663554604374,0.3120430150612671
2015-12-31,100,98,2,0.2375745420369166,56.76274481891826,0.05670937339651638,0,0.19215683156448873,0.23508371691197907,0.30698619250422854
2016-01-29,100,98,2,0.2424657951384275,55.853031330638736,0.05921435600942704,0,0.19213902425765605,0.23610846733878518,0.31400380346928025
2016-02-29,100,98,2,0.2849146592802239,56.794655002001264,0.057383395978249596,0,0.17820774163888878,0.23805416816350788,0.3094457581283271
2016-03-31,100,98,2,0.3095569576048532,54.97181682530475,0.059970444681215374,0,0.1822519578074551,0.24361016643705574,0.30536706747941006
2016-04-29,100,98,2,0.26025782738709125,58.4334054380418,0.05538415827787124,0,0.16789078946500635,0.2316612425617287,0.29223022334501747
2016-05-31,100,97,3,0.2494899498122333,56.78409082062731,0.05705980863802773,0,0.18471976876032345,0.23599835189241974,0.29767031278315037
2016-06-30,100,98,2,0.23635091484107223,58.53956587686182,0.0552068364611038,0,0.18164520235568382,0.23324346140367208,0.30462514246680394
2016-07-29,100,100,0,0.24699934666791448,57.8560762139972,0.05811517281588474,0,0.18461584095494415,0.22014908553751875,0.2941682992746138
2016-08-31,100,100,0,0.22639206677956167,57.89019228140031,0.05848250421936119,0,0.17899699542532765,0.22980918450674673,0.2873087156771136
2016-09-30,100,99,1,0.22003547605198373,56.55953378639954,0.05852904085520039,0,0.18633197721195438,0.23579894544271088,0.29045560617157007
2016-10-31,100,99,1,0.22786694226851628,56.18987416701973,0.058712238633297775,0,0.18469128964962475,0.23749183141619112,0.295436232361931
2016-11-30,100,99,1,0.21807560560682102,56.65206967695315,0.05964543438356951,0,0.17596550757713533,0.2234941359469734,0.29414085348937624
2016-12-30,100,99,1,0.2115048406919989,56.34214091668113,0.059475937093409814,0,0.17446761382267426,0.22945645563855452,0.3027402048121415
2017-01-31,100,99,1,0.2072853605509183,57.13120391649842,0.05767250380149391,0,0.1683317517518958,0.2292823599221367,0.2943413629230332
2017-02-28,100,99,1,0.2182014595539906,56.937229269438596,0.057266241565714915,0,0.17923298036112026,0.22502426846691959,0.2926274489434448
2017-03-31,100,99,1,0.2258348563436356,56.118082738304054,0.058208213306455536,0,0.1755183143293309,0.23181870676423552,0.2986555889078792
2017-04-28,100,99,1,0.2417889057530673,57.00276262369527,0.05682267581612821,0,0.1734188282557172,0.2315496533499519,0.29894627476983004
2017-05-31,100,99,1,0.26195264575703914,54.45679889123038,0.060829830681111585,0,0.19680274464195335,0.2377747331784914,0.31397062154424915
2017-06-30,100,99,1,0.2478106987833362,53.30535057922276,0.06237391525418989,0,0.19701674585524837,0.24482456852467227,0.3224243040267794
2017-07-31,100,98,2,0.24753218703161378,52.50531485053312,0.06334753804561155,0,0.20431360202745646,0.25056920541799343,0.3254217403946664
2017-08-31,100,97,3,0.25434452303156974,48.17392775755649,0.0700463296246463,0,0.21976268934259488,0.2629874457294792,0.3372574280954669
